id,liked,personalized,song_id,spotify_popularity,timestamp,user_id
38,0,1,152358,48,2019-06-21 01:19:52,3720277
39,0,1,2142,70,2019-06-21 01:19:53,3721232
40,0,1,1754197,56,2019-06-21 01:19:55,3721232
41,0,1,3306538,55,2019-06-21 01:20:05,3721232
42,0,1,1038633,0,2019-06-21 01:20:06,3721232
43,0,1,1784056,50,2019-06-21 01:20:10,3720277
44,0,1,4245094,49,2019-06-21 01:20:29,3721232
45,0,1,2298109,25,2019-06-21 01:20:47,3721232
46,0,1,2716602,0,2019-06-21 01:21:23,3720277
47,1,1,1891927,71,2019-06-21 01:21:27,3720277
48,0,1,34154,66,2019-06-21 01:21:39,3720277
49,0,1,21889,54,2019-06-21 01:21:53,3720277
50,0,1,1147,75,2019-06-21 01:22:01,3720277
51,0,1,9439,65,2019-06-21 01:22:06,3721232
52,0,1,45486,0,2019-06-21 01:22:08,3721232
53,0,1,3123,71,2019-06-21 01:22:12,3721232
54,0,1,4125304,71,2019-06-21 01:22:19,3721232
55,0,1,58686,44,2019-06-21 01:22:21,3721232
56,0,1,1896097,48,2019-06-21 01:22:29,3720277
57,0,1,281357,40,2019-06-21 01:22:43,3721232
58,0,1,1986743,16,2019-06-21 01:22:46,3721232
59,0,1,1841530,62,2019-06-21 01:22:46,3720277
60,0,1,1763031,86,2019-06-21 01:22:49,3720277
61,0,1,20121,54,2019-06-21 01:22:51,3721232
62,0,1,1652,64,2019-06-21 01:28:00,3720277
63,0,1,334,78,2019-06-21 01:28:01,3720277
64,0,1,277203,32,2019-06-21 01:28:17,3720277
65,0,1,381677,39,2019-06-21 01:28:26,3720277
66,0,1,208048,74,2019-06-21 01:28:33,3720277
67,0,1,4527180,52,2019-06-21 01:28:51,3720277
68,0,1,350248,47,2019-06-21 01:28:55,3720277
69,0,1,2362883,62,2019-06-21 01:29:09,3720277
70,0,1,980790,56,2019-06-21 01:29:15,3720277
71,0,1,24668,79,2019-06-21 01:29:37,3720277
72,0,1,24658,57,2019-06-21 01:29:44,3720277
73,0,1,3342082,63,2019-06-21 01:29:59,3720277
74,0,1,4197777,57,2019-06-21 01:30:40,3720277
75,0,1,2781809,56,2019-06-21 01:30:42,3720277
76,0,1,4367118,37,2019-06-21 01:30:44,3720277
77,0,1,3064779,55,2019-06-21 01:30:51,3720277
78,0,1,50600,60,2019-06-21 01:30:53,3720277
79,0,1,3655963,44,2019-06-21 01:31:17,3720277
80,0,1,4690444,51,2019-06-21 01:31:17,3720277
81,1,1,4227953,93,2019-06-21 01:31:18,3720277
82,0,1,7524,74,2019-06-21 01:31:29,3720277
83,0,1,715,66,2019-06-21 01:31:31,3720277
84,0,1,12296,55,2019-06-21 01:31:41,3720277
85,0,1,12287,43,2019-06-21 01:31:48,3720277
86,0,1,1094,75,2019-06-21 01:31:52,3720277
87,0,1,3017,68,2019-06-21 01:31:56,3720277
88,1,1,32137,80,2019-06-21 01:32:00,3720277
89,0,1,1822747,62,2019-06-21 01:35:09,3720277
90,0,1,1830214,90,2019-06-21 01:35:24,3720277
91,0,1,4289696,62,2019-06-21 01:35:32,3720277
92,1,1,4179913,81,2019-06-21 01:35:42,3720277
93,0,1,151950,82,2019-06-21 01:35:55,3720277
94,0,1,70449,61,2019-06-21 07:22:34,3720277
95,0,1,65685,33,2019-06-21 07:22:39,3720277
96,0,1,68613,46,2019-06-21 07:22:48,3720277
97,0,1,1916516,38,2019-06-21 07:22:54,3720277
98,0,1,4221486,63,2019-06-21 07:23:13,3720277
99,0,1,16620,70,2019-06-21 07:23:37,3720277
100,0,1,4668026,55,2019-06-21 07:23:46,3720277
101,0,1,52215,34,2019-06-21 07:23:53,3720277
102,0,1,182927,34,2019-06-21 07:23:59,3720277
103,0,1,2656713,48,2019-06-21 07:24:28,3720277
104,0,1,1764173,71,2019-06-21 07:24:35,3720277
105,0,1,281357,40,2019-06-21 07:24:41,3720277
106,0,1,2531732,50,2019-06-21 07:24:44,3720277
107,0,1,4338332,66,2019-06-21 07:24:54,3720277
108,0,1,4292046,38,2019-06-21 07:25:09,3720277
109,0,1,3325141,74,2019-06-21 07:25:15,3720277
110,0,1,12366,60,2019-06-21 07:25:19,3720277
111,0,1,47796,55,2019-06-21 07:25:26,3720277
112,0,1,1889905,47,2019-06-21 07:25:29,3720277
113,0,1,4361032,55,2019-06-21 07:25:40,3720277
114,0,1,1792014,66,2019-06-21 07:25:51,3720277
115,0,1,1805858,39,2019-06-21 13:53:08,3721278
116,1,1,15974,57,2019-06-21 13:53:20,3721278
117,1,1,40268,56,2019-06-21 13:53:30,3721278
118,1,1,31887,56,2019-06-21 13:53:39,3721278
119,1,1,103204,44,2019-06-21 13:53:58,3721278
120,0,1,2142,70,2019-06-21 13:54:45,3721278
121,0,1,4466455,40,2019-06-21 13:55:14,3721278
122,0,1,4715312,62,2019-06-21 13:55:24,3721278
123,1,1,363308,43,2019-06-21 13:55:47,3721278
124,0,1,1896717,21,2019-06-21 13:56:01,3721278
125,1,1,8194,44,2019-06-21 13:56:44,3721278
126,0,1,4121820,35,2019-06-21 13:57:11,3721278
127,0,1,3123,71,2019-06-21 13:57:19,3721278
128,1,1,55259,45,2019-06-21 13:57:34,3721278
129,0,1,109673,28,2019-06-21 13:57:41,3721278
130,0,1,4185634,70,2019-06-21 13:57:59,3721278
131,1,1,346890,40,2019-06-21 13:58:15,3721278
132,0,1,129979,44,2019-06-21 13:58:31,3721278
133,1,1,4211804,32,2019-06-21 13:58:50,3721278
134,1,1,1816600,40,2019-06-21 13:59:04,3721278
135,1,1,243018,49,2019-06-21 13:59:29,3721278
136,1,1,173690,36,2019-06-21 13:59:39,3721278
137,0,1,366,67,2019-06-21 16:59:21,3721278
138,0,1,234380,49,2019-06-21 16:59:48,3721278
139,0,1,53285,45,2019-06-21 17:00:15,3721278
140,0,1,35151,45,2019-06-21 17:00:22,3721278
141,0,1,2813352,56,2019-06-21 17:01:04,3721278
142,0,1,1888461,41,2019-06-21 17:01:44,3721278
143,0,1,32255,61,2019-06-21 17:02:14,3721278
144,0,1,1754197,56,2019-06-21 17:02:52,3721278
145,1,1,44646,36,2019-06-21 17:03:58,3721278
146,0,1,1817925,42,2019-06-21 17:04:19,3721278
147,0,1,37594,34,2019-06-21 17:04:50,3721278
148,0,1,2607903,40,2019-06-21 17:04:59,3721278
149,1,1,40268,56,2019-06-21 18:42:38,3721301
150,0,1,38285,66,2019-06-21 18:42:39,3721301
151,0,1,55259,45,2019-06-21 18:42:40,3721301
152,1,1,1870437,52,2019-06-21 18:42:40,3721301
153,1,1,4131499,69,2019-06-21 18:42:41,3721301
154,0,1,40268,56,2019-06-21 19:15:47,3721306
155,0,1,26091,67,2019-06-21 19:15:49,3721306
156,0,1,4119590,52,2019-06-21 19:15:56,3721306
157,0,1,1805858,39,2019-06-21 19:16:00,3721306
158,0,1,243018,49,2019-06-21 19:16:02,3721306
159,0,1,385733,46,2019-06-21 19:16:25,3721306
160,0,1,4701002,61,2019-06-21 19:16:29,3721306
161,0,1,898874,34,2019-06-21 19:16:32,3721306
162,0,1,119302,66,2019-06-21 19:16:38,3721306
163,0,1,1818975,46,2019-06-21 19:16:40,3721306
164,0,1,1841640,54,2019-06-21 19:17:26,3721306
165,0,1,1916500,39,2019-06-21 19:17:30,3721306
166,0,1,15974,57,2019-06-21 19:17:32,3721306
167,0,1,31887,56,2019-06-21 19:17:34,3721306
168,0,1,71061,43,2019-06-21 19:17:36,3721306
169,0,1,4225412,40,2019-06-21 19:17:43,3721306
170,0,1,1856463,53,2019-06-21 19:17:50,3721306
171,0,1,4105245,29,2019-06-21 19:17:57,3721306
172,0,1,4113159,79,2019-06-21 19:18:01,3721306
173,0,1,154183,50,2019-06-21 19:18:09,3721306
174,1,1,1915172,29,2019-06-22 00:24:11,3720900
175,1,1,1841368,56,2019-06-22 00:24:15,3720900
176,1,1,18678,71,2019-06-22 01:58:42,3721225
177,1,1,118149,66,2019-06-22 01:58:46,3721225
178,1,1,2813352,56,2019-06-22 01:58:48,3721225
179,0,1,193500,45,2019-06-22 01:58:55,3721225
180,0,1,1815605,61,2019-06-22 01:59:00,3721225
181,1,1,525419,45,2019-06-22 02:44:05,3721322
182,1,1,1906041,43,2019-06-22 02:44:07,3721322
183,1,1,889162,45,2019-06-22 02:44:08,3721322
184,1,1,4698735,57,2019-06-22 02:44:09,3721322
185,1,1,6801,45,2019-06-22 02:44:10,3721322
186,0,1,26091,67,2019-06-22 03:35:18,3721334
187,0,1,40268,56,2019-06-22 03:35:30,3721332
188,0,1,26091,67,2019-06-22 03:35:47,3721332
189,1,1,4119590,52,2019-06-22 07:52:14,3721332
190,1,1,243018,49,2019-06-22 07:52:18,3721332
191,0,1,1805858,39,2019-06-22 07:52:18,3721332
192,1,1,1841640,54,2019-06-22 07:52:20,3721332
193,1,1,385733,46,2019-06-22 07:52:21,3721332
194,1,1,40268,56,2019-06-22 12:31:45,3721203
195,1,1,6801,45,2019-06-22 12:31:56,3721203
196,1,1,39055,61,2019-06-22 12:32:09,3721203
197,1,1,4666398,25,2019-06-22 12:32:23,3721203
198,1,1,21889,54,2019-06-22 12:32:35,3721203
199,1,1,55259,45,2019-06-22 12:34:09,3721203
200,1,1,22150,61,2019-06-22 12:34:16,3721203
201,1,1,2298109,25,2019-06-22 12:34:24,3721203
202,0,1,889162,45,2019-06-22 12:34:36,3721203
203,0,1,4714756,27,2019-06-22 12:35:02,3721203
204,0,1,26091,67,2019-06-22 12:51:02,3721338
205,1,1,40268,56,2019-06-22 12:51:15,3721338
206,1,1,1805858,39,2019-06-22 12:51:27,3721338
207,1,1,4119590,52,2019-06-22 12:51:36,3721338
208,1,1,243018,49,2019-06-22 12:51:42,3721338
209,1,1,234380,49,2019-06-22 12:51:57,3721338
210,1,1,234437,49,2019-06-22 12:52:57,3721338
211,1,1,234518,49,2019-06-22 12:53:43,3721338
212,1,1,158355,52,2019-06-22 12:53:49,3721338
213,1,1,39055,61,2019-06-22 12:53:51,3721338
214,1,1,2142,70,2019-06-22 12:53:57,3721338
215,1,1,54750,32,2019-06-22 12:54:02,3721338
216,0,1,26091,67,2019-06-22 14:10:07,3721341
217,0,1,40268,56,2019-06-22 14:10:28,3721341
218,0,1,1805858,39,2019-06-22 14:10:33,3721341
219,0,1,4119590,52,2019-06-22 14:10:42,3721341
220,0,1,243018,49,2019-06-22 14:11:20,3721341
221,1,1,1870437,52,2019-06-22 14:41:55,3721345
222,0,1,62855,45,2019-06-22 14:42:00,3721345
223,0,1,4101542,56,2019-06-22 14:42:35,3721345
224,0,1,4501435,25,2019-06-22 14:42:39,3721345
225,0,1,4346730,39,2019-06-22 14:43:13,3721345
226,1,1,15974,57,2019-06-22 14:43:21,3721345
227,0,1,189703,21,2019-06-22 14:43:25,3721345
228,1,1,10582,43,2019-06-22 14:43:32,3721345
229,1,1,40268,56,2019-06-22 14:44:58,3721349
230,0,1,26091,67,2019-06-22 14:45:17,3721349
231,1,1,4119590,52,2019-06-22 14:45:30,3721349
232,1,1,1805858,39,2019-06-22 14:45:45,3721349
233,1,1,243018,49,2019-06-22 14:45:56,3721349
234,0,1,234380,49,2019-06-22 14:46:31,3721349
235,0,1,158355,52,2019-06-22 14:46:37,3721349
236,1,1,39055,61,2019-06-22 14:46:48,3721349
237,0,1,2142,70,2019-06-22 14:46:58,3721349
238,0,1,54750,32,2019-06-22 14:47:05,3721349
239,1,1,2041210,39,2019-06-22 21:11:46,3721357
240,1,1,38285,66,2019-06-22 21:12:11,3721357
241,0,1,26091,67,2019-06-22 22:54:39,3721362
242,1,1,40268,56,2019-06-22 22:54:52,3721362
243,1,1,4119590,52,2019-06-22 22:55:12,3721362
244,1,1,1805858,39,2019-06-22 22:55:22,3721362
245,1,1,243018,49,2019-06-22 22:55:37,3721362
246,1,1,1805858,39,2019-06-23 01:40:29,3721376
247,0,1,19895,42,2019-06-23 01:40:35,3721376
248,0,1,2805,49,2019-06-23 01:40:40,3721376
249,1,1,3123,71,2019-06-23 01:40:43,3721376
250,0,1,6801,45,2019-06-23 01:40:50,3721376
251,0,1,2041210,39,2019-06-23 01:41:30,3721376
252,0,1,1906041,43,2019-06-23 01:41:44,3721376
253,1,1,5811,71,2019-06-23 01:41:49,3721376
254,1,1,3123,71,2019-06-23 01:41:51,3719915
255,0,1,6801,45,2019-06-23 01:41:57,3719915
256,0,1,2813352,56,2019-06-23 01:42:02,3719915
257,1,1,1896809,41,2019-06-23 01:42:03,3719915
258,1,1,2813352,56,2019-06-23 01:42:05,3721376
259,1,1,1767368,59,2019-06-23 01:42:06,3719915
260,1,1,14374,55,2019-06-23 01:42:10,3721376
261,1,1,5811,71,2019-06-23 01:42:17,3719915
262,1,1,1841367,56,2019-06-23 01:42:19,3719915
263,1,1,462929,52,2019-06-23 01:42:24,3719915
264,1,1,4131499,69,2019-06-23 01:42:26,3719915
265,0,1,2962500,42,2019-06-23 01:42:32,3719915
266,1,1,21833,71,2019-06-23 01:42:41,3721376
267,1,1,18678,71,2019-06-23 01:42:42,3719915
268,1,1,584932,39,2019-06-23 01:42:48,3719915
269,0,1,32255,61,2019-06-23 01:42:49,3719915
270,0,1,4165590,61,2019-06-23 01:42:53,3719915
271,1,1,4142801,69,2019-06-23 01:42:56,3719915
272,0,1,462929,52,2019-06-23 01:43:05,3721376
273,0,1,35151,45,2019-06-23 01:43:10,3721376
274,1,1,21833,71,2019-06-23 01:43:11,3719915
275,1,1,33869,61,2019-06-23 01:43:12,3721376
276,1,1,1841368,56,2019-06-23 01:43:14,3719915
277,0,1,1908484,39,2019-06-23 01:43:19,3719915
278,1,1,3804836,56,2019-06-23 01:43:19,3721376
279,0,1,1915172,29,2019-06-23 01:43:21,3719915
280,0,1,1873242,62,2019-06-23 01:43:23,3719915
281,1,1,27415,71,2019-06-23 01:43:33,3721376
282,1,1,4151230,50,2019-06-23 01:43:52,3721376
283,0,1,87464,43,2019-06-23 01:44:03,3721376
284,1,1,4131499,69,2019-06-23 01:44:16,3721376
285,1,1,4101542,56,2019-06-23 01:44:19,3721376
286,0,1,1895080,58,2019-06-23 03:41:37,3720277
287,0,1,4133262,79,2019-06-23 03:41:42,3720277
288,1,1,62103,27,2019-06-23 04:44:29,3721382
289,1,1,4131499,69,2019-06-23 04:44:32,3721382
290,0,1,5811,71,2019-06-23 04:44:37,3721382
291,1,1,2813352,56,2019-06-23 04:44:42,3721382
292,0,1,31887,56,2019-06-23 16:03:15,3721341
293,0,1,103204,44,2019-06-23 16:03:23,3721341
294,0,1,119302,66,2019-06-23 16:03:36,3721341
295,1,1,1856463,53,2019-06-23 16:03:49,3721341
296,0,1,898874,34,2019-06-23 16:04:02,3721341
297,1,1,31887,56,2019-06-23 16:53:59,3721389
298,1,1,4101542,56,2019-06-23 16:54:21,3721389
299,0,1,1948295,29,2019-06-23 16:54:36,3721389
300,0,1,4192388,28,2019-06-23 18:11:18,3721394
301,1,1,4660415,31,2019-06-23 18:11:23,3721394
302,0,1,4711649,57,2019-06-23 18:34:56,3721398
303,1,1,4171951,45,2019-06-23 18:35:07,3721398
304,0,1,4201570,43,2019-06-23 18:35:11,3721398
305,1,1,4161062,50,2019-06-23 18:35:29,3721398
306,0,1,6801,45,2019-06-23 18:35:38,3721398
307,1,1,1805858,39,2019-06-23 18:36:51,3721402
308,0,1,40268,56,2019-06-23 18:37:22,3721402
309,1,1,31887,56,2019-06-23 18:37:28,3721402
310,1,1,103204,44,2019-06-23 18:37:44,3721402
311,1,1,119302,66,2019-06-23 18:37:50,3721402
312,1,1,4145961,24,2019-06-23 19:38:30,3721389
313,1,1,8237,48,2019-06-24 00:04:17,3721411
314,1,1,4367434,49,2019-06-24 00:04:24,3721411
315,1,1,12366,60,2019-06-24 00:04:25,3721411
316,1,1,4105241,29,2019-06-24 00:04:25,3721411
317,1,1,2813352,56,2019-06-24 01:03:31,3721424
318,1,1,4088708,54,2019-06-24 01:03:40,3721424
319,1,1,4425561,38,2019-06-24 01:03:51,3721424
320,1,1,2709969,29,2019-06-24 01:04:00,3721424
321,1,1,321821,27,2019-06-24 01:04:05,3721424
322,0,1,40268,56,2019-06-24 10:36:14,3721431
323,0,1,4588613,39,2019-06-24 17:23:41,3721439
324,0,1,4121147,52,2019-06-24 17:23:58,3721439
325,0,1,1816600,40,2019-06-24 17:24:09,3721439
326,0,1,4471936,45,2019-06-24 17:24:14,3721439
327,0,1,4156686,79,2019-06-24 17:24:23,3721439
328,0,1,4116920,60,2019-06-24 17:24:37,3721439
329,0,1,4661236,1,2019-06-24 17:25:46,3721439
330,0,1,4496475,70,2019-06-24 17:26:21,3721439
331,0,1,2967543,59,2019-06-24 17:26:26,3721439
332,1,1,4421292,24,2019-06-24 17:26:30,3721439
333,0,1,182908,34,2019-06-24 17:27:22,3721439
334,0,1,8194,44,2019-06-24 17:27:31,3721439
335,1,1,4367137,6,2019-06-24 17:27:44,3721439
336,0,1,4118619,72,2019-06-24 17:28:10,3721439
337,0,1,4103858,48,2019-06-24 17:28:13,3721439
338,0,1,4367121,23,2019-06-24 17:28:55,3721439
339,0,1,1915857,46,2019-06-24 17:28:57,3721439
340,1,1,4367113,37,2019-06-24 17:29:06,3721439
341,1,1,1893801,66,2019-06-24 17:29:09,3721439
342,0,1,76116,45,2019-06-24 17:29:12,3721439
343,1,1,6975,62,2019-06-24 17:30:24,3721439
344,0,1,4192329,53,2019-06-24 17:30:32,3721439
345,0,1,265146,0,2019-06-24 17:30:39,3721439
346,0,1,1817925,42,2019-06-24 17:30:48,3721439
347,0,1,21833,71,2019-06-24 17:31:01,3721439
348,0,1,2813352,56,2019-06-24 17:32:48,3721439
349,1,1,4749698,26,2019-06-24 17:35:46,3721439
350,0,1,4666710,39,2019-06-24 17:35:54,3721439
351,1,1,3672462,44,2019-06-24 17:40:28,3721439
352,0,1,4749699,8,2019-06-24 17:40:31,3721439
353,0,1,3091,60,2019-06-24 18:01:10,3721439
354,1,1,2408308,35,2019-06-24 18:03:46,3721439
355,1,1,129979,44,2019-06-24 18:03:47,3721439
356,1,1,1009888,60,2019-06-24 18:03:48,3721439
357,1,1,4336140,27,2019-06-24 18:03:48,3721439
358,1,1,4014000,35,2019-06-24 18:03:49,3721439
359,1,1,3123,71,2019-06-24 19:04:29,3720697
360,0,1,2379287,29,2019-06-24 19:04:36,3720697
361,1,1,211209,57,2019-06-24 19:04:39,3720697
362,1,1,17133,53,2019-06-24 19:04:41,3720697
363,1,1,1761966,61,2019-06-24 19:04:44,3720697
364,0,1,4519767,41,2019-06-24 19:38:29,3720111
365,0,1,7154,45,2019-06-24 19:39:11,3720111
366,0,1,4186919,0,2019-06-24 19:39:34,3720111
367,0,1,4101542,56,2019-06-24 19:39:41,3720111
368,1,1,1884811,54,2019-06-24 19:39:47,3720111
369,1,1,4113159,79,2019-06-25 01:05:21,3721451
370,1,1,1829698,58,2019-06-25 01:05:25,3721451
371,0,1,3304481,49,2019-06-25 01:05:32,3721451
372,1,1,1816638,49,2019-06-25 01:05:40,3721451
373,1,1,1805858,39,2019-06-25 13:34:20,3721465
374,1,1,31887,56,2019-06-25 13:34:30,3721465
375,1,1,15974,57,2019-06-25 13:34:42,3721465
376,1,1,2813352,56,2019-06-25 13:34:52,3721465
377,1,1,116590,67,2019-06-25 13:35:03,3721465
378,1,1,1831464,63,2019-06-25 14:30:12,3721435
379,0,1,182927,34,2019-06-25 14:30:28,3721435
380,1,1,1845565,44,2019-06-25 14:30:49,3721435
381,1,1,4165097,61,2019-06-25 14:31:01,3721435
382,1,1,4170445,59,2019-06-25 14:31:09,3721435
383,1,1,1829698,58,2019-06-25 14:31:35,3721435
384,1,1,4113159,79,2019-06-25 14:31:53,3721435
385,1,1,1816379,64,2019-06-25 14:32:16,3721435
386,0,1,143123,41,2019-06-25 14:32:24,3721435
387,0,1,4197785,61,2019-06-25 14:32:41,3721435
388,1,1,1203463,64,2019-06-25 14:33:57,3721435
389,0,1,1816380,64,2019-06-25 14:34:20,3721435
390,0,1,1816378,64,2019-06-25 14:34:27,3721435
391,0,1,2032559,64,2019-06-25 14:34:40,3721435
392,0,1,116590,67,2019-06-25 15:03:39,3721473
393,0,1,103204,44,2019-06-25 15:05:01,3721473
394,0,1,182908,34,2019-06-25 15:05:26,3721473
395,0,1,1916500,39,2019-06-25 15:05:45,3721473
396,0,1,2298109,25,2019-06-25 15:06:03,3721473
397,1,1,4113159,79,2019-06-25 15:06:32,3721473
398,1,1,4367118,37,2019-06-25 15:06:41,3721473
399,1,1,211209,57,2019-06-25 15:06:49,3721473
400,0,1,38216,66,2019-06-25 15:07:13,3721473
401,0,1,4749698,26,2019-06-25 15:07:29,3721473
402,1,1,53285,45,2019-06-25 16:38:43,3721480
403,1,1,4171264,0,2019-06-25 16:39:06,3721480
404,1,1,2046037,27,2019-06-25 16:39:31,3721480
405,1,1,65370,48,2019-06-25 16:39:39,3721480
406,1,1,2813352,56,2019-06-25 16:39:54,3721480
407,0,1,9215,66,2019-06-25 21:05:10,3720277
408,0,1,1790679,61,2019-06-25 21:05:17,3720277
409,0,1,1916500,39,2019-06-25 21:05:30,3720277
410,0,1,38216,66,2019-06-25 21:05:40,3720277
411,0,1,211209,57,2019-06-25 21:05:54,3720277
412,0,1,4100600,44,2019-06-25 21:07:06,3721322
413,0,1,4116012,42,2019-06-25 21:07:13,3721322
414,0,1,4277386,55,2019-06-25 21:07:25,3721322
415,0,1,4113159,79,2019-06-25 21:07:44,3721322
416,1,1,1924934,45,2019-06-25 21:07:52,3721322
417,0,1,4155680,69,2019-06-25 21:08:36,3721322
418,1,1,8194,44,2019-06-25 21:08:40,3721322
419,1,1,5268,73,2019-06-25 21:08:45,3721322
420,1,1,4197785,61,2019-06-25 21:08:49,3721322
421,1,1,3119754,61,2019-06-25 21:08:56,3721322
422,1,1,31887,56,2019-06-25 21:10:48,3721203
423,1,1,3123,71,2019-06-25 21:10:59,3721203
424,0,1,4148574,70,2019-06-25 21:11:16,3721203
425,0,1,1424951,32,2019-06-25 21:11:25,3721203
426,1,1,1864373,29,2019-06-25 21:11:31,3721203
427,1,1,4293473,22,2019-06-25 21:11:55,3721203
428,0,1,4293487,31,2019-06-25 21:11:58,3721203
429,1,1,43297,67,2019-06-25 21:12:05,3721203
430,0,1,4160543,35,2019-06-25 21:12:17,3721203
431,1,1,44646,36,2019-06-25 21:12:26,3721203
432,1,1,1805858,39,2019-06-25 22:13:31,3721508
433,1,1,596658,40,2019-06-25 22:14:15,3721531
434,1,1,4749699,8,2019-06-25 22:14:31,3721534
435,1,1,346890,40,2019-06-25 22:14:34,3721537
436,1,1,3123,71,2019-06-25 22:18:35,3721496
437,1,1,43426,61,2019-06-25 22:18:41,3721496
438,0,1,473730,45,2019-06-25 22:18:46,3721496
439,1,1,4116012,42,2019-06-25 22:18:53,3721496
440,1,1,171748,50,2019-06-25 22:19:01,3721496
441,1,1,52283,61,2019-06-25 22:19:23,3721496
442,1,1,63524,61,2019-06-25 22:19:33,3721496
443,1,1,101634,61,2019-06-25 22:19:40,3721496
444,1,1,39055,61,2019-06-25 22:19:45,3721496
445,1,1,70449,61,2019-06-25 22:20:11,3721496
446,0,1,4663606,42,2019-06-25 22:20:29,3721496
447,1,1,4181502,42,2019-06-25 22:20:32,3721496
448,1,1,4663616,42,2019-06-25 22:20:52,3721496
449,1,1,4663590,42,2019-06-25 22:20:55,3721496
450,1,1,4116018,42,2019-06-25 22:20:57,3721496
451,1,1,355686,50,2019-06-25 22:21:36,3721496
452,1,1,471972,50,2019-06-25 22:21:47,3721496
453,1,1,250397,50,2019-06-25 22:22:00,3721496
454,1,1,1022284,50,2019-06-25 22:22:04,3721496
455,1,1,667226,50,2019-06-25 22:22:08,3721496
456,0,1,5811,71,2019-06-25 22:22:20,3721496
457,0,1,21833,71,2019-06-25 22:22:25,3721496
458,1,1,27415,71,2019-06-25 22:22:30,3721496
459,1,1,40226,71,2019-06-25 22:22:33,3721496
460,1,1,18678,71,2019-06-25 22:22:35,3721496
461,0,1,57500,35,2019-06-25 22:52:57,3721554
462,1,1,4699226,46,2019-06-25 22:53:17,3721554
463,0,1,2500797,74,2019-06-25 22:53:42,3721554
464,1,1,1817925,42,2019-06-25 22:53:56,3721554
465,1,1,108925,50,2019-06-25 22:54:13,3721554
466,0,1,154183,50,2019-06-25 23:14:51,3721554
467,0,1,165226,50,2019-06-25 23:14:55,3721554
468,0,1,166175,50,2019-06-25 23:14:58,3721554
469,0,1,4113159,79,2019-06-26 05:54:05,3717683
470,0,1,4201562,61,2019-06-26 05:55:10,3717683
471,0,1,4280795,32,2019-06-26 05:55:17,3717683
472,1,1,26091,67,2019-06-26 05:55:17,3721203
473,0,1,4999803,34,2019-06-26 05:55:25,3717683
474,1,1,26035,67,2019-06-26 05:55:30,3721203
475,0,1,111315,54,2019-06-26 05:55:37,3717683
476,1,1,98030,67,2019-06-26 05:55:44,3721203
477,0,1,1886538,62,2019-06-26 05:56:40,3717683
478,0,1,4405524,4,2019-06-26 05:56:44,3717683
479,0,1,4268902,56,2019-06-26 05:56:48,3717683
480,0,1,3307090,55,2019-06-26 05:56:57,3717683
481,0,1,1916438,66,2019-06-26 05:57:00,3717683
482,1,1,1856463,53,2019-06-26 13:21:33,3721573
483,1,1,154183,50,2019-06-26 13:21:42,3721573
484,1,1,1786452,60,2019-06-26 13:21:50,3721573
485,1,1,4318120,7,2019-06-26 13:21:56,3721573
486,1,1,173690,36,2019-06-26 13:22:01,3721573
487,1,1,2813352,56,2019-06-26 13:24:22,3721576
488,1,1,243018,49,2019-06-26 13:24:29,3721576
